sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,special_price,special_from_date,special_to_date,cost,weight,manufacturer,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,media_gallery,color,news_from_date,news_to_date,gallery,status,url_key,url_path,minimal_price,visibility,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,options_container,required_options,has_options,image_label,small_image_label,thumbnail_label,created_at,updated_at,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,msrp,tax_class_id,gift_message_available,watch_brand,bransom_code,jewellery_type,designer,gender,metal,gemstone,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
4801171,,Jewellery,simple,,Default Category,base,ASXAS PYRAMID FLAT WIDE BLT ROS,,,149.00,,,,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13,,,,,,,,,NTB681R,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801172,,Jewellery,simple,,Default Category,base,ASXAS PYRAMID FLAT WIDE BLT GOL,,,149.00,,,,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13,,,,,,,,,NTB681Y,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801045,,Jewellery,simple,,Default Category,base,ASXAS GENTS,,,160.00,,,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11,,,,,,,,,NTB412LBR,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801130,,Jewellery,simple,,Default Category,base,ASXAS SKINNY MESH WRAP SILVER,,,160.00,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB597S,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801136,,Jewellery,simple,,Default Category,base,ASXAS TRIPLE BLACK MESH,,,160.00,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB597B,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801119,,Jewellery,simple,,Default Category,base,ASXAS SKINNY MESH WRAP ROSE,,,165.00,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB597R,*ADJUST ME*,,Female,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801131,,Jewellery,simple,,Default Category,base,ASXAS SKINNY MESH WRAP,,,165.00,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB597Y,*ADJUST ME*,,Female,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801095,,Jewellery,simple,,Default Category,base,ASXAS MESH TORQUE CZ SET BAR,,,190.00,,,,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9/12,,,,,,,,,NTB583R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801118,,Jewellery,simple,,Default Category,base,ASXAS MESH TORQUE CZ KISS,,,200.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB569Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801103,,Jewellery,simple,,Default Category,base,ASXAS CZ OVAL CLASP ROSE,,,235.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3/15,,,,,,,,,NTB542R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801120,,Jewellery,simple,,Default Category,base,ASXAS MESH WRAP SILVER CZ BAR,,,235.00,,,,93.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12,,,,,,,,,NTB598S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801134,,Jewellery,simple,,Default Category,base,ASXAS WRAP BRAC CZ CENTRE BAR,,,235.00,,,,93.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTB598B,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802013,,Jewellery,simple,,Default Category,base,ASXAS 16\",,,20.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9/12,,,,,,,,,NTC492/16Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802016,,Jewellery,simple,,Default Category,base,ASXAS 16\",,,20.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9/12,,,,,,,,,NTC492/16R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802036,,Jewellery,simple,,Default Category,base,ASXAS SPIGA CHAIN 20INCH SILVER,,,25.00,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTC600/20-S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802028,,Jewellery,simple,,Default Category,base,ASXAS SIL FINE OVAL ROSE,,,40.00,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTN494R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802056,,Jewellery,simple,,Default Category,base,ASXAS SOLITAIRE CZ PENDANT SLVR,,,45.00,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTP751-S,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802058,,Jewellery,simple,,Default Category,base,ASXAS SOLITAIRE CZ PENDANT Y,,,45.00,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6/14,,,,,,,,,NTP751-Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802072,,Jewellery,simple,,Default Category,base,ASXAS SILVER CZ CIRCLE PENDANT,,,65.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTP925-S,*ADJUST ME*,,Female,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802061,,Jewellery,simple,,Default Category,base,ASXAS MARQ CZ BY THE YARD ROSE,,,90.00,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTC790/17-R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802069,,Jewellery,simple,,Default Category,base,ASXAS MARQ CZ BY THE YARD 17\" Y,,,90.00,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTC790/17-Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802047,,Jewellery,simple,,Default Category,base,ASXAS DIA CUT BEAD N/LACE ROSE,,,95.00,,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTC688R,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802048,,Jewellery,simple,,Default Category,base,ASXAS DIA CUT BEAD N/LACE GOLD,,,95.00,,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13,,,,,,,,,NTC688Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802009,,Jewellery,simple,,Default Category,base,ASXAS MESH,,,185.00,,,,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11,,,,,,,,,NTN411BR,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803038,,Jewellery,simple,,Default Category,base,ASXAS CZ BEAD RING SILVER,,,28.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTR455-S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803039,,Jewellery,simple,,Default Category,base,ASXAS CZ BEAD RING GOLD,,,28.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTR455-Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803043,,Jewellery,simple,,Default Category,base,ASXAS SILVER FILIGREE RING,,,49.00,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6/14,,,,,,,,,NTR839,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803026,,Jewellery,simple,,Default Category,base,ASXAS ROW,,,62.50,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1/14,,,,,,,,,NTR548S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803047,,Jewellery,simple,,Default Category,base,ASXAS SILVER/WHITE CZ FULL ET,,,79.00,,,,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8/14,,,,,,,,,NTR528L-S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803005,,Jewellery,simple,,Default Category,base,ASXAS CZ RINGS,,,85.00,,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11,,,,,,,,,NTR4332-SCZR/W,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803001,,Jewellery,simple,,Default Category,base,ASXAS CZ FULL ET RING,,,90.00,,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/11,,,,,,,,,NTR332-SCZ,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803009,,Jewellery,simple,,Default Category,base,ASXAS CZ RINGS,,,130.00,,,,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11,,,,,,,,,NTR431-SCZY,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803010,,Jewellery,simple,,Default Category,base,ASXAS CZ RINGS,,,130.00,,,,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11,,,,,,,,,NTR431-SCZS,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804002,,Jewellery,simple,,Default Category,base,ASXAS ROSE BLACK,,,30.00,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11,,,,,,,,,NTP429RB,*ADJUST ME*,,Female,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805002,,Jewellery,simple,,Default Category,base,ASXAS MESH MAGNETIC SILVER,,,160.00,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTB412LS,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805003,,Jewellery,simple,,Default Category,base,ASXAS MESH MAGNETIC GREY,,,160.00,,,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11,,,,,,,,,NTB412LG,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806019,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALL STUD ROSE,,,7.00,,,,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE637R,*ADJUST ME*,,Female,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806028,,Jewellery,simple,,Default Category,base,ASXAS SILVER 6MM BALL STUD,,,12.00,,,,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE637S,*ADJUST ME*,,Female,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806034,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALLSTUD POLISHED BLK,,,12.00,,,,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9/13,,,,,,,,,NTE637B,*ADJUST ME*,,Female,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806080,,Jewellery,simple,,Default Category,base,ASXAS CZ RUB OVER STUDS 3.5MM,,,12.00,,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8/14,,,,,,,,,NTE792-3.5,*ADJUST ME*,,Female,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806060,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALLSTUD FROSTED SLV,,,15.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE639-S,*ADJUST ME*,,Female,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806061,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALLSTUD FROSTED ROSE,,,15.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE639-R,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806062,,Jewellery,simple,,Default Category,base,ASXAS 6MMBALLSTUD FROSTEDYELLOW,,,15.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE639-Y,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806072,,Jewellery,simple,,Default Category,base,ASXAS CZ RUB OVER STUDS 5mm,,,15.00,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6/14,,,,,,,,,NTE792-5,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806029,,Jewellery,simple,,Default Category,base,ASXAS 8MM ROSE BALL STUD,,,16.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE638R,*ADJUST ME*,,Female,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806030,,Jewellery,simple,,Default Category,base,ASXAS 8MM YELLOW BALL STUD,,,16.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE638Y,*ADJUST ME*,,Female,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806031,,Jewellery,simple,,Default Category,base,ASXAS 8MM SILVER BALL STUD,,,16.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE638S,*ADJUST ME*,,Female,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806020,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALL STUD YELLOW,,,17.00,,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE637Y,*ADJUST ME*,,Female,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806036,,Jewellery,simple,,Default Category,base,ASXAS 6MM BALL STUD FROSTED BLK,,,17.00,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE639-B,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806073,,Jewellery,simple,,Default Category,base,ASXAS CZ RUB OVER STUDS 6mm,,,20.00,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6/14,,,,,,,,,NTE792-6,*ADJUST ME*,,Female,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806087,,Jewellery,simple,,Default Category,base,ASXAS SMALL WIDE HOOPS YELLOW,,,22.00,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE715-Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806054,,Jewellery,simple,,Default Category,base,ASXAS SILVER CZ RUB OVER STUDS,,,25.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE751-S,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806055,,Jewellery,simple,,Default Category,base,ASXAS ROSE CZ RUB OVER STUDS,,,25.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE751-R,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806056,,Jewellery,simple,,Default Category,base,ASXAS YELLOW CZ RUB OVER STUDS,,,25.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE751-Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806023,,Jewellery,simple,,Default Category,base,ASXAS 8MM BALL STUD FROSTED ROS,,,27.00,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE640R,*ADJUST ME*,,Female,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806024,,Jewellery,simple,,Default Category,base,ASXAS 8MM BALL STUD FROSTED SIL,,,27.00,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE640S,*ADJUST ME*,,Female,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806033,,Jewellery,simple,,Default Category,base,ASXAS FROSTED 8MM YELLOW,,,27.00,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE640Y,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806037,,Jewellery,simple,,Default Category,base,ASXAS 8MM BALL STUD FROSTED BLK,,,27.00,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE640B,*ADJUST ME*,,Female,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806047,,Jewellery,simple,,Default Category,base,ASXAS OVAL 25MM HOOP 2.1MM RG,,,30.00,,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE680R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806048,,Jewellery,simple,,Default Category,base,ASXAS OVAL 25MM HOOP 2.1MM YG,,,30.00,,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE680Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806041,,Jewellery,simple,,Default Category,base,ASXAS 35MM HOOPS 2.1MM THICK RG,,,40.00,,,,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7/13,,,,,,,,,NTE676R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806012,,Jewellery,simple,,Default Category,base,ASXAS MESH DROP,,,50.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3/12,,,,,,,,,NTE546B,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806044,,Jewellery,simple,,Default Category,base,ASXAS 45MM HOOPS 2.1MM THICK RG,,,50.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE677R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806045,,Jewellery,simple,,Default Category,base,ASXAS 45MM HOOPS 2.1MM THICK YG,,,50.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE677Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806017,,Jewellery,simple,,Default Category,base,ASXAS LARGE 35MM HOOP ROSE,,,60.00,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTE595R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806018,,Jewellery,simple,,Default Category,base,ASXAS LARGE 35MM HOOP YELLOW,,,60.00,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12,,,,,,,,,NTE595Y,*ADJUST ME*,,Female,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806068,,Jewellery,simple,,Default Category,base,ASXAS ROSE 2 CZ STONE DROPS,,,62.00,,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9/14,,,,,,,,,NTE663-R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806064,,Jewellery,simple,,Default Category,base,ASXAS OVAL CZ HOOPS ROSE,,,69.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE726-R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806027,,Jewellery,simple,,Default Category,base,ASXAS 9M SMALL HOOP YELLOW,,,70.00,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2/13,,,,,,,,,NTE590Y,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806086,,Jewellery,simple,,Default Category,base,ASXAS ROSE ROUND CZ STUDS 7.5MM,,,79.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTE526-R,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806071,,Jewellery,simple,,Default Category,base,ASXAS ANTIGUA PAVE DROPS,,,90.00,,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6/14,,,,,,,,,NTE750,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808003,,Jewellery,simple,,Default Category,base,ASXAS 3XMARQ MILLGRAIN 3COLOUR,,,64.50,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14,,,,,,,,,NTR819,*ADJUST ME*,,Female,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
